specimen_id	Activated B cells (ABCs)	Activated granulocytes	Basophils	Bcells	B cells (CD19+CD20+CD3-CD14-CD56-)	B cells (CD19+CD3-CD14-CD56-)	CD3-CD19-CD56-CD14-CD16-CD123-CD11c-HLA-DR+cells	CD3-CD19-CD56- cells	CD3CD19neg	CD3 Tcells	CD4+CD8+ T cells	CD4-CD8- T cells	CD4Tcells	CD56+CD3+T cells	CD56high NK cells	CD8Tcells	cDC1	cDC2	Classical_Monocytes	Conventional dendritic cells (cDCs)	Intermediate_Monocytes	Lineage negative cells (CD3-CD19-CD56-HLA-DR-CD123-CD66b-)	Memory B cells	Monocytes	Naive B cells	NaiveCD4	NaiveCD8	NK	NK cells (CD3-CD19-CD56+)	Non-Classical_Monocytes	non-pDCs	pDC	Proliferating B cells	TcmCD4	TcmCD8	TemCD4	TemCD8	TemraCD4	TemraCD8
1474	0.625641025641026	17.4166666666667	0.12280701754386	1.24094087730451	1.24234693877551	1.23906150919467	3.53488372093023	0.789915966386555	1.15798045602606	1.18525021949078	0.461538461538462	1.19191919191919	1.2821270310192	1.00458015267176	0.536082474226804	1.10869565217391	0.919506889050036	0.789473684210526	0.681777777777778	0.850393700787402	0.903225806451613	0.294685990338164	0.780780780780781	0.768707482993197	1.3217665615142	0.538906752411576	1.43657666836475	0.583436341161928	0.583625730994152	0.763636363636364	1.40106951871658	1.25	0.457142857142857	2.65060240963855	3.64705882352941	0.408997955010225	0.407701019252548	0.112179487179487	0.134453781512605
1037	1.45	NA	0.066	0.767405063291139	0.785714285714286	0.781645569620253	1.63157894736842	0.619791666666667	0.858267716535433	0.505474452554745	0.38421052631579	0.435215946843854	0.333221476510067	4.12353923205342	1.95454545454545	0.78743961352657	NA	0.271186440677966	0.639097744360902	0.367647058823529	0.716981132075472	0.120805369127517	1.37837837837838	0.684210526315789	0.580645161290323	0.184615384615385	0.955752212389381	2.83231083844581	2.72380952380952	1.22297297297297	0.589473684210526	0.893617021276596	1.16	0.560939794419971	1.11627906976744	0.579457364341085	0.618181818181818	0.78125	0.892537313432836
1310	0.85	1.28205128205128	1.78	1	1.01136363636364	1	1.52631578947368	1.41145833333333	0.801574803149606	0.87043795620438	1.36842105263158	0.926910299003322	0.848993288590604	0.487479131886478	1.02272727272727	0.93719806763285	0.584942084942085	1.11864406779661	1.33834586466165	1.10294117647059	2.73584905660377	1.14093959731544	1.25675675675676	1.42690058479532	0.976958525345622	0.897435897435897	1.00884955752212	1.55419222903885	1.48571428571429	2.54054054054054	1.09473684210526	0.680851063829787	0.84	0.963289280469897	1.11627906976744	0.808139534883721	0.945454545454546	1.625	1.2865671641791
1181	1.4	1.33333333333333	0.44	1.04430379746835	1.06006493506494	1.04588607594937	0.578947368421053	1.15625	0.911811023622047	1	0.684210526315789	2.09966777408638	1.09395973154362	0.460767946577629	1	0.763285024154589	3.47490347490347	0.779661016949153	1.17293233082707	0.779411764705882	0.641509433962264	2.80536912751678	0.939189189189189	1.04093567251462	1.1221198156682	1.37820512820513	0.876106194690266	1.30879345603272	1.26666666666667	0.567567567567568	0.673684210526316	0.851063829787234	1.36	0.985315712187959	1	0.819767441860465	1.06060606060606	0.5625	0.576119402985075
1300	0.75	1.12820512820513	1.84	1.41455696202532	1.43668831168831	1.41455696202532	1.42105263157895	0.927083333333333	0.962204724409449	1.07664233576642	0.894736842105263	0.744186046511628	1.13758389261745	0.312186978297162	1	1.10144927536232	0.833976833976834	1.23728813559322	0.969924812030075	1.14705882352941	0.283018867924528	0.812080536912752	1.12837837837838	0.912280701754386	1.62672811059908	1.24358974358974	1.56637168141593	1.18609406952965	1.15238095238095	0.513513513513513	1.11578947368421	1.4468085106383	0.76	1.22026431718062	0.627906976744186	1.15697674418605	0.606060606060606	0.59375	0.832835820895522
1205	1.05	0.717948717948718	0.54	0.856012658227848	0.873376623376623	0.857594936708861	0.842105263157895	0.859375	1.07716535433071	1.21167883211679	1.05263157894737	0.960132890365449	1.46308724832215	0.290484140233723	0.590909090909091	0.951690821256039	1.29343629343629	1.10169491525424	0.894736842105263	1.05882352941176	0.811320754716981	1.16778523489933	1.66216216216216	0.842105263157895	0.624423963133641	1.96153846153846	1.23008849557522	0.959100204498978	0.918095238095238	0.675675675675676	0.926315789473684	0.468085106382979	0.92	0.920704845814978	0.558139534883721	1.16472868217054	0.66969696969697	2.53125	1.0089552238806
1437	0.933333333333333	1	2.21052631578947	1.14431023521933	1.1390306122449	1.142675967026	0.651162790697674	1.38375350140056	0.946254071661238	0.932396839332748	2.5	0.774410774410774	1.04283604135894	1.2824427480916	1.50515463917526	0.804347826086957	0.102102973168963	1.08771929824561	1.36888888888889	1.13385826771654	1.87096774193548	1.78260869565217	1.03303303303303	1.33333333333333	1.12460567823344	0.662379421221865	0.388181355068772	0.859085290482077	0.898245614035088	1.38181818181818	0.919786096256684	0.881578947368421	0.928571428571428	1.23694779116466	0.80672268907563	1.94274028629857	1.50849377123443	0.846153846153846	1.89355742296919
1362	0.287179487179487	42.4166666666667	0.350877192982456	0.867132867132867	0.830357142857143	0.87000634115409	2.27906976744186	1.19887955182073	0.936482084690554	0.809482001755926	0.184615384615385	2.62289562289562	0.915805022156573	3.20610687022901	1.7319587628866	0.391304347826087	0.567077592458303	0.0543859649122807	0.392	0.598425196850394	0.258064516129032	0.164251207729469	0.186186186186186	0.513605442176871	1.00946372239748	0.810289389067524	0.3015792154865	1.61928306551298	1.62573099415205	1.52727272727273	0.941176470588235	0.473684210526316	0.342857142857143	1.16465863453815	0.302521008403361	0.783231083844581	0.428086070215175	1.53846153846154	1.11484593837535
1395	1.02564102564103	0.516666666666667	0.596491228070176	1.61474888747616	1.56887755102041	1.61065313887127	1.76744186046512	1.66386554621849	0.804560260586319	0.832309043020193	0.884615384615385	2.03367003367003	0.76218611521418	0.561832061068702	1.09278350515464	0.831521739130435	1.59535895576505	1.14035087719298	1.69777777777778	1.13385826771654	1.16129032258065	2.7487922705314	0.876876876876877	1.60544217687075	1.73501577287066	0.560128617363344	0.424859908303617	0.946847960444994	0.95906432748538	1.51818181818182	1.17647058823529	1.30263157894737	1.21428571428571	0.602409638554217	0.352941176470588	1.93456032719836	2	1.21794871794872	1.07002801120448
1108	0.75	0.22	0.58	0.493670886075949	0.482142857142857	0.495253164556962	0.578947368421053	0.708333333333333	1.11338582677165	1.12773722627737	1.26315789473684	0.867109634551495	0.600671140939597	1.41068447412354	0.545454545454545	1.98067632850242	0.565637065637066	0.76271186440678	0.648872180451128	0.764705882352941	1.07547169811321	0.503355704697987	0.601351351351351	0.730994152046784	0.463133640552995	0.48974358974359	1.46902654867257	1.2678936605317	1.2	1.64189189189189	0.673684210526316	0.531914893617021	0.92	0.569750367107195	0.72093023255814	1.06395348837209	1.67272727272727	2.9375	5.55223880597015
